Genre,year,sum
Pop Edm,2017,40332.100000000006
Pop Edm,2018,13.6
Pop Edm,2019,124.45
Pop Edm,2020,127029.20000000001
Pop Folk,2016,60.8
Pop Punk,1999,415.65
Pop Punk,2003,14.4
Pop Punk,2017,74.39999999999998
Pop Punk,2019,396.70000000000005
Pop R&b,2018,34065.75
Pop R&b,2019,23587.15
Pop R&b,2020,72911.65
Pop Rap,2005,162.4
Pop Rap,2015,1035.1499999999999
Pop Rap,2016,1051064.45
Pop Rap,2017,537.6
Pop Rap,2018,1065283.6
Pop Rap,2019,2070865.0000000002
Pop Rap,2020,378490.74999999994
Pop Rock,1997,439.85
Pop Rock,1998,36.80000000000001
Pop Rock,1999,1159.3500000000001
Pop Soul,2015,303.5
Pop Soul,2020,110.4
Portsmouth Indie,2016,38.40000000000001
Portuguese Indie,2018,10.4
Portuguese Pop,2016,5025.1500000000015
Portuguese Pop,2017,513.6000000000001
Portuguese Pop,2019,11.2
Post-teen Pop,2016,235751.44999999998
Progressive Electro House,2017,48.8
Progressive Trance,2018,129.60000000000002
R&b,2008,1809.0
R&b En Espanol,2018,29.6
R&b En Espanol,2019,372.4
Rap,2015,1087.2
Rap,2016,1008716.8999999999
Rap,2018,1985769.8500000015
Rap,2019,1356649.7000000004
Rap,2020,816656.7999999999
Rap Chileno,2019,41109.05
Rap Espanol,2018,1.6
Rap Espanol,2019,58.40000000000001
Rap Espanol,2020,316.65000000000003
Rap Francais,2020,268.8
Rap Rock,2005,3.2
Reggae,1977,1163.2000000000003
Reggae,1992,49.6
Reggae,2020,308.3
Reggae Fusion,1996,73.60000000000002
Reggae Fusion,2012,13076.500000000002
Reggae Fusion,2017,3.2
Reggaeton,2019,630377.2500000005
Reggaeton Chileno,2018,64.0
Reggaeton Chileno,2020,5.6000000000000005
Reggaeton Colombiano,2020,9.6
Reggaeton Flow,2018,12363.15
Reggaeton Mexicano,2020,11.2
Rock-and-roll,1957,68595.45
Rock-and-roll,1961,54.4
Rock-and-roll,1972,13.6
Rock-and-roll,2013,516.0
Rock-and-roll,2017,414.40000000000003
Romanian Pop,2017,184.8
Russelater,2020,2.4000000000000004
Russian Dance,2018,1246.3999999999996
Sad Rap,2020,2342.05
San Diego Rap,2016,45732.25000000001
Scandinavian R&b,2017,55.2
Scandinavian R&b,2018,1004.6
Scandinavian R&b,2019,117.60000000000002
Scandinavian R&b,2020,788.6500000000003
Scandipop,2017,3221.2
Scandipop,2018,1714.3000000000002
Scandipop,2019,90.1
Schweizer Rap,2019,19.200000000000006
Shimmer Pop,2013,5933.649999999998
Shimmer Pop,2017,52.0
Show Tunes,2015,472.8000000000001
Show Tunes,2017,216047.2
Singaporean Pop,2017,1208.8
Singaporean Pop,2018,15691.600000000006
Singaporean Pop,2019,23305.800000000003
Sky Room,2018,8.8
Sleep,2010,140.8
Soca,2004,576.5
Social Media Pop,2017,71762.30000000002
Social Media Pop,2019,923.6999999999999
Social Media Pop,2020,5711.5
Spanish Pop,2019,165.1
Stomp And Holler,2008,416.0
Swedish Alternative Rock,2017,14203.55
Swedish Alternative Rock,2018,76.8
Swedish Dancehall,2018,239.20000000000002
Swedish Gangsta Rap,2017,920.8
Swedish Gangsta Rap,2018,15046.300000000003
Swedish Gangsta Rap,2019,37453.95
Swedish Gangsta Rap,2020,75931.45000000001
Swedish Hip Hop,2017,16113.25
Swedish Hip Hop,2018,3257.4999999999995
Swedish Hip Hop,2019,3371.25
Swedish Hip Hop,2020,4613.3
Swedish Idol Pop,2017,12064.100000000002
Swedish Idol Pop,2018,74.4
Swedish Idol Pop,2019,1690.9499999999998
Swedish Idol Pop,2020,11162.199999999999
Swedish Pop,2017,75316.1
Swedish Pop,2018,47766.99999999999
Swedish Pop,2019,72899.19999999998
Swedish Pop,2020,3889.2
Swedish Soul,2019,38.40000000000001
Swedish Trap Pop,2020,470.55000000000007
Swedish Tropical House,2017,1359.5
Swedish Tropical House,2018,144.0
Swiss Indie,2017,23.20000000000001
Swiss Rock,2018,16.8
Taiwanese Pop,2011,32.0
Talent Show,2016,4536.900000000001
Trap,2020,5778.5
Trap Argentino,2018,832.3499999999997
Trap Argentino,2019,1153.0
Trap Baiano,2019,492.80000000000007
Trap Chileno,2020,15009.55
Trap Italiana,2019,111.8
Trap Latino,2018,383.20000000000016
Trap Latino,2020,192658.69999999998
Trap Tuga,2020,1682.1499999999996
Tropical House,2017,34060.3
Tropical House,2018,61934.44999999998
Turbo Folk,2020,356.8000000000001
Turkish Edm,2018,1067.6
Turkish Edm,2019,1986.4
Turkish Hip Hop,2017,43242.399999999994
Turkish Hip Hop,2018,22.4
Turkish Hip Hop,2019,85.85
Turkish Hip Hop,2020,9690.25
Turkish Pop,2017,12921.449999999995
Uk Alternative Hip Hop,2018,35.2
Uk Alternative Hip Hop,2019,142.4
Uk Alternative Pop,2006,520.5000000000001
Uk Contemporary R&b,2015,42.40000000000001
Uk Contemporary R&b,2016,80.0
Uk Contemporary R&b,2017,618.1
Uk Dance,2017,344.8
Uk Dance,2019,47.20000000000001
Uk Drill,2017,59.2
Uk Drill,2018,10716.699999999995
Uk Drill,2019,77876.70000000001
Uk Drill,2020,37384.2
Uk Garage,1998,8.0
Uk Garage,1999,72.0
Uk Garage,2000,36.8
Uk Garage,2008,4.0
Uk Hip Hop,2016,66905.6
Uk Hip Hop,2017,63787.49999999999
Uk Hip Hop,2018,139215.0
Uk Hip Hop,2019,396673.9000000001
Uk Hip Hop,2020,208030.30000000002
Uk Pop,2015,28.800000000000004
Uk Pop,2016,10374.650000000001
Uk Pop,2017,39804.45
Uk Pop,2018,3155.1500000000005
Vapor Pop,2019,108596.69999999995
Vapor Trap,2017,855.2000000000003
Vapor Trap,2018,56.0
Vapor Trap,2019,58.4
Video Game Music,2018,733.6000000000001
Video Game Music,2020,375.55
Viral Pop,2016,104.65
Viral Pop,2017,648.0
Viral Pop,2018,13.6
Viral Rap,2020,22584.75
