chart_year,Genre,region,streams
2017,Hollywood,Singapore,9635
2017,Hollywood,Taiwan,33766
2017,Hopebeat,Austria,1656
2017,Hopebeat,Belgium,3005
2017,Hopebeat,Poland,5878
2017,Hopebeat,Switzerland,2852
2017,Hopebeat,United States of America,164012
2017,Horror Synth,United States of America,189260
2017,Indie Anthem-folk,Finland,30648
2017,Indie Anthem-folk,France,30420
2017,Indie Anthem-folk,Ireland,10764390
2017,Indie Anthem-folk,Singapore,3755
2017,Indie Anthem-folk,Taiwan,3010
2017,Indie Cafe Pop,Austria,1862
2017,Indie Cafe Pop,Ireland,15007
2017,Indie Cafe Pop,Malaysia,3703
2017,Indie Cafe Pop,Norway,33847
2017,Indie Cafe Pop,Poland,4615
2017,Indie Cafe Pop,Singapore,1123835
2017,Indie Cafe Pop,Sweden,216953
2017,Indie Cafe Pop,Switzerland,3095
2017,Indie Folk,Argentina,216199
2017,Indie Folk,Australia,3295255
2017,Indie Folk,Austria,494147
2017,Indie Folk,Belgium,1388781
2017,Indie Folk,Brazil,2514373
2017,Indie Folk,Canada,6715777
2017,Indie Folk,Chile,669841
2017,Indie Folk,Colombia,85043
2017,Indie Folk,Costa Rica,145344
2017,Indie Folk,Ecuador,81276
2017,Indie Folk,Finland,5243
2017,Indie Folk,France,208786
2017,Indie Folk,Germany,2222086
2017,Indie Folk,Global,99425660
2017,Indie Folk,Indonesia,335874
2017,Indie Folk,Ireland,1571778
2017,Indie Folk,Italy,761634
2017,Indie Folk,Malaysia,245965
2017,Indie Folk,Mexico,2121843
2017,Indie Folk,Netherlands,709836
2017,Indie Folk,New Zealand,737478
2017,Indie Folk,Norway,4070500
2017,Indie Folk,Peru,132702
2017,Indie Folk,Philippines,949556
2017,Indie Folk,Poland,2126017
2017,Indie Folk,Portugal,375163
2017,Indie Folk,Singapore,431468
2017,Indie Folk,Spain,757962
2017,Indie Folk,Sweden,2601659
2017,Indie Folk,Switzerland,1156869
2017,Indie Folk,Taiwan,200802
2017,Indie Folk,Turkey,496658
2017,Indie Folk,United States of America,39131369
2017,Indie Pop,Australia,1196215
2017,Indie Pop,Austria,98050
2017,Indie Pop,Belgium,704326
2017,Indie Pop,Canada,3930612
2017,Indie Pop,Denmark,8160
2017,Indie Pop,Finland,641327
2017,Indie Pop,France,73737
2017,Indie Pop,Global,38099011
2017,Indie Pop,Indonesia,104006
2017,Indie Pop,Ireland,1134748
2017,Indie Pop,Malaysia,63250
2017,Indie Pop,New Zealand,69278
2017,Indie Pop,Norway,4896053
2017,Indie Pop,Philippines,112833
2017,Indie Pop,Poland,2435845
2017,Indie Pop,Portugal,120200
2017,Indie Pop,Singapore,335321
2017,Indie Pop,Sweden,7735404
2017,Indie Pop,Switzerland,2031372
2017,Indie Pop,Taiwan,102993
2017,Indie Pop,United States of America,12492314
2017,Indie Poptimism,Ireland,6242
2017,Indie Poptimism,Italy,69305
2017,Indie Poptimism,Sweden,65552
2017,Indie Rock,Argentina,88125
2017,Indie Rock,Australia,15926526
2017,Indie Rock,Austria,3049603
2017,Indie Rock,Belgium,1878130
2017,Indie Rock,Brazil,1515574
2017,Indie Rock,Canada,9553861
2017,Indie Rock,Colombia,399634
2017,Indie Rock,Costa Rica,97782
2017,Indie Rock,Denmark,1863481
2017,Indie Rock,Ecuador,127101
2017,Indie Rock,Finland,2095121
2017,Indie Rock,France,8937864
2017,Indie Rock,Germany,15663844
2017,Indie Rock,Global,237033130
2017,Indie Rock,Indonesia,1526034
2017,Indie Rock,Ireland,1705784
2017,Indie Rock,Italy,3268887
2017,Indie Rock,Malaysia,922522
2017,Indie Rock,Mexico,2664492
2017,Indie Rock,Netherlands,5716672
2017,Indie Rock,New Zealand,3696149
2017,Indie Rock,Norway,7295015
2017,Indie Rock,Peru,6299
2017,Indie Rock,Philippines,2002147
2017,Indie Rock,Poland,3793101
2017,Indie Rock,Portugal,1670559
2017,Indie Rock,Singapore,1655054
2017,Indie Rock,Spain,5211621
2017,Indie Rock,Sweden,4806568
2017,Indie Rock,Switzerland,1953981
2017,Indie Rock,Taiwan,634747
2017,Indie Rock,Turkey,1277590
2017,Indie Rock,United States of America,94772769
2017,Indie Rock Italiano,Italy,8712465
2017,Indiecoustica,Sweden,290633
2017,Indiecoustica,Taiwan,2842
2017,Indietronica,Ireland,3628
2017,Indonesian Folk,Indonesia,1561357
2017,Indonesian Hip Hop,Indonesia,9485907
2017,Indonesian Hip Hop,Malaysia,246546
2017,Indonesian Hip Hop,Singapore,78694
2017,Indonesian Hip Hop,Taiwan,11493
2017,Indonesian Indie,Indonesia,4909290
2017,Irish Pop,Austria,6072
2017,Irish Pop,Belgium,7013
2017,Irish Pop,Germany,47484
2017,Irish Pop,Indonesia,20846
2017,Irish Pop,Ireland,2221196
2017,Irish Pop,Italy,34499
2017,Irish Pop,Malaysia,30288
2017,Irish Pop,Netherlands,267308
2017,Irish Pop,Norway,34502
2017,Irish Pop,Poland,16282
2017,Irish Pop,Portugal,16666
2017,Irish Pop,Singapore,33575
2017,Irish Pop,Sweden,36204
2017,Irish Pop,Switzerland,185059
2017,Irish Pop,Taiwan,6427
2017,Irish Rock,Australia,49684
2017,Irish Rock,Belgium,7537
2017,Irish Rock,Canada,24774
2017,Irish Rock,Global,457635
2017,Irish Rock,Ireland,765592
2017,Irish Rock,Italy,23064
2017,Irish Rock,Malaysia,4116
2017,Irish Rock,Netherlands,315409
2017,Irish Rock,Philippines,1510534
2017,Irish Rock,Poland,85106
2017,Irish Rock,Portugal,22422
2017,Irish Rock,Singapore,27538
2017,Irish Rock,Spain,39214
2017,Irish Rock,Sweden,48311
2017,Irish Rock,Taiwan,33196
2017,Irish Singer-songwriter,Belgium,378390
2017,Irish Singer-songwriter,Canada,75745
2017,Irish Singer-songwriter,Colombia,156026
2017,Irish Singer-songwriter,Costa Rica,193655
2017,Irish Singer-songwriter,Denmark,478321
2017,Irish Singer-songwriter,France,68164
2017,Irish Singer-songwriter,Global,7709307
2017,Irish Singer-songwriter,Ireland,437706
2017,Irish Singer-songwriter,Norway,555318
2017,Irish Singer-songwriter,Poland,939527
2017,Irish Singer-songwriter,Portugal,8829
2017,Irish Singer-songwriter,Singapore,11449
2017,Irish Singer-songwriter,Sweden,1614653
2017,Irish Singer-songwriter,Switzerland,255843
2017,Irish Singer-songwriter,Turkey,1855847
2017,Irish Singer-songwriter,United States of America,857675
2017,Israeli Pop,Italy,2750065
2017,Italian Adult Pop,Italy,301459
2017,Italian Hip Hop,Italy,41482746
2017,J-idol,Indonesia,368381
2017,J-idol,Malaysia,116690
2017,J-idol,Singapore,161020
2017,J-idol,Taiwan,214975
2017,Jam Band,Belgium,7790
2017,Jam Band,Canada,22608
2017,Jam Band,Ireland,4719
2017,Jam Band,Portugal,3083
2017,Jam Band,Switzerland,5916
2017,Japanese Alternative Rock,Taiwan,3028
2017,K-indie,Indonesia,730065
2017,K-indie,Malaysia,693151
2017,K-indie,Singapore,562811
2017,K-indie,Taiwan,509862
2017,K-pop,Argentina,17202
2017,K-pop,Australia,41199
2017,K-pop,Austria,7013
2017,K-pop,Brazil,354430
2017,K-pop,Canada,175237
2017,K-pop,Chile,84742
2017,K-pop,Colombia,4583
2017,K-pop,Costa Rica,2355
2017,K-pop,Ecuador,2302
2017,K-pop,Finland,18366
2017,K-pop,Global,6294070
2017,K-pop,Indonesia,5761720
2017,K-pop,Malaysia,3139718
2017,K-pop,New Zealand,10135
2017,K-pop,Peru,78041
2017,K-pop,Philippines,3398286
2017,K-pop,Poland,76350
2017,K-pop,Portugal,23319
2017,K-pop,Singapore,3437386
2017,K-pop,Taiwan,1389943
2017,K-pop,Turkey,99477
2017,K-pop,United States of America,1356962
2017,Kentucky Hip Hop,Australia,889645
2017,Kentucky Hip Hop,Belgium,3666
2017,Kentucky Hip Hop,Canada,3631796
2017,Kentucky Hip Hop,Global,9561247
2017,Kentucky Hip Hop,Ireland,211353
2017,Kentucky Hip Hop,Netherlands,33487
2017,Kentucky Hip Hop,New Zealand,55270
2017,Kentucky Hip Hop,Norway,25429
2017,Kentucky Hip Hop,Sweden,78175
2017,Kentucky Hip Hop,Switzerland,10407
2017,Kentucky Hip Hop,United States of America,33955256
2017,La Pop,Australia,3855665
2017,La Pop,Austria,4266
2017,La Pop,Belgium,227223
2017,La Pop,Canada,1600190
2017,La Pop,France,1858917
2017,La Pop,Global,47739270
2017,La Pop,Indonesia,3054851
2017,La Pop,Ireland,9716
2017,La Pop,Italy,11841
2017,La Pop,Malaysia,1678171
2017,La Pop,New Zealand,443510
2017,La Pop,Philippines,25996831
2017,La Pop,Poland,418801
2017,La Pop,Portugal,122440
2017,La Pop,Singapore,2322916
2017,La Pop,Switzerland,211292
2017,La Pop,Taiwan,402000
2017,La Pop,United States of America,15860358
2017,Latin,Mexico,128536
2017,Latin Arena Pop,Spain,8585648
2017,Latin Talent Show,Spain,52082
2017,Latin Viral Pop,Spain,45731
2017,Lilith,Ireland,7209
2017,Lilith,Philippines,441213
2017,Malay Rap,Malaysia,105201
2017,Malaysian Mandopop,Taiwan,90466
2017,Malaysian Pop,Malaysia,3830
2017,Mandopop,Taiwan,669070
2017,Melancholia,Netherlands,84224
2017,Melodic Rap,Canada,12449465
2017,Melodic Rap,Global,102553206
2017,Melodic Rap,Switzerland,24939
2017,Melodic Rap,United States of America,400325661
2017,Melodipop,Sweden,83097
2017,Meme Rap,United States of America,1102115
2017,Metropopolis,Australia,229303
2017,Metropopolis,Austria,32236
2017,Metropopolis,Belgium,71641
2017,Metropopolis,Brazil,170086
2017,Metropopolis,Denmark,9985
2017,Metropopolis,Finland,60267
2017,Metropopolis,France,341411
2017,Metropopolis,Germany,220338
2017,Metropopolis,Global,999941
2017,Metropopolis,Ireland,781957
2017,Metropopolis,Italy,46069
2017,Metropopolis,Netherlands,54246
2017,Metropopolis,Norway,60270
2017,Metropopolis,Poland,31761
2017,Metropopolis,Portugal,111770
2017,Metropopolis,Sweden,382068
2017,Metropopolis,Switzerland,17667
2017,Metropopolis,Taiwan,7917
2017,Modern Alternative Rock,Austria,795085
2017,Modern Alternative Rock,Canada,541927
2017,Modern Alternative Rock,Germany,12841134
2017,Modern Alternative Rock,Indonesia,8152
2017,Modern Alternative Rock,Ireland,505436
2017,Modern Alternative Rock,Italy,918627
2017,Modern Alternative Rock,Norway,36311
2017,Modern Alternative Rock,Poland,2638035
2017,Modern Alternative Rock,Portugal,2758
2017,Modern Alternative Rock,Singapore,4853
2017,Modern Alternative Rock,Sweden,1337751
2017,Modern Alternative Rock,Switzerland,266510
2017,Modern Alternative Rock,Taiwan,13472
2017,Modern Alternative Rock,United States of America,2229312
2017,Modern Blues,Ireland,3056
2017,Modern Blues Rock,Finland,6979
2017,Modern Blues Rock,Norway,57864
2017,Modern Folk Rock,Canada,21105
2017,Modern Folk Rock,Ireland,289785
2017,Modern Rock,Argentina,30198495
2017,Modern Rock,Australia,101894502
2017,Modern Rock,Austria,21212716
2017,Modern Rock,Belgium,26012160
2017,Modern Rock,Brazil,141705129
2017,Modern Rock,Canada,110276659
2017,Modern Rock,Chile,23857810
2017,Modern Rock,Colombia,13454222
2017,Modern Rock,Costa Rica,9736023
2017,Modern Rock,Denmark,28498787
2017,Modern Rock,Ecuador,4839683
2017,Modern Rock,Finland,30582801
2017,Modern Rock,France,94243416
2017,Modern Rock,Germany,283778167
2017,Modern Rock,Global,3131233977
2017,Modern Rock,Indonesia,38602504
2017,Modern Rock,Ireland,17652284
2017,Modern Rock,Italy,93033753
2017,Modern Rock,Malaysia,19462189
2017,Modern Rock,Mexico,161209962
2017,Modern Rock,Netherlands,114878668
2017,Modern Rock,New Zealand,31074712
2017,Modern Rock,Norway,78748024
2017,Modern Rock,Peru,11722072
2017,Modern Rock,Philippines,74873789
2017,Modern Rock,Poland,54184567
2017,Modern Rock,Portugal,17860591
2017,Modern Rock,Singapore,26476082
2017,Modern Rock,Spain,61290187
2017,Modern Rock,Sweden,103938698
2017,Modern Rock,Switzerland,23194115
2017,Modern Rock,Taiwan,10918052
2017,Modern Rock,Turkey,45456593
2017,Modern Rock,United States of America,850115919
2017,Motown,Australia,941020
2017,Motown,Belgium,9594
2017,Motown,Canada,74052
2017,Motown,Chile,19705
2017,Motown,Denmark,194132
2017,Motown,Ecuador,2063
2017,Motown,Global,3969975
2017,Motown,Ireland,236055
2017,Motown,Italy,23235
2017,Motown,Mexico,65602
2017,Motown,New Zealand,230401
2017,Motown,Norway,473461
2017,Motown,Philippines,116021
2017,Motown,Portugal,10862
2017,Motown,Spain,64008
2017,Motown,Sweden,95755
2017,Motown,Taiwan,8299
2017,Motown,United States of America,1283367
2017,Musical Advocacy,Ireland,132495
2017,N-a,Australia,1903003
2017,N-a,Austria,291753
2017,N-a,Belgium,454597
2017,N-a,Canada,3216460
2017,N-a,Chile,159192
2017,N-a,Costa Rica,16926
2017,N-a,Denmark,1302824
2017,N-a,Ecuador,22497
2017,N-a,Finland,132257
2017,N-a,France,36843
2017,N-a,Germany,2441350
2017,N-a,Global,50296813
2017,N-a,Indonesia,168281
2017,N-a,Ireland,956028
2017,N-a,Italy,1185490
2017,N-a,Malaysia,166165
2017,N-a,Mexico,428988
2017,N-a,Netherlands,728527
2017,N-a,New Zealand,289861
2017,N-a,Norway,569017
2017,N-a,Peru,49431
2017,N-a,Philippines,472474
2017,N-a,Poland,458022
2017,N-a,Portugal,86708
2017,N-a,Singapore,352981
2017,N-a,Spain,1528057
2017,N-a,Sweden,1143693
2017,N-a,Switzerland,225025
2017,N-a,Taiwan,137622
2017,N-a,Turkey,2695403
2017,N-a,United States of America,21468450
2017,Neo Mellow,Australia,20657586
2017,Neo Mellow,Austria,2936815
2017,Neo Mellow,Belgium,5420857
2017,Neo Mellow,Brazil,1100259
2017,Neo Mellow,Canada,7149610
2017,Neo Mellow,Chile,7537
2017,Neo Mellow,Colombia,218589
2017,Neo Mellow,Costa Rica,102120
2017,Neo Mellow,Denmark,30488348
2017,Neo Mellow,Ecuador,48414
2017,Neo Mellow,Finland,1251036
2017,Neo Mellow,France,12317429
2017,Neo Mellow,Germany,24575876
2017,Neo Mellow,Global,418735436
2017,Neo Mellow,Indonesia,2565507
2017,Neo Mellow,Ireland,12270218
2017,Neo Mellow,Italy,14586476
2017,Neo Mellow,Malaysia,1690267
2017,Neo Mellow,Mexico,32949
2017,Neo Mellow,Netherlands,48252089
2017,Neo Mellow,New Zealand,6792023
2017,Neo Mellow,Norway,22928873
2017,Neo Mellow,Philippines,7182609
2017,Neo Mellow,Poland,3981870
2017,Neo Mellow,Portugal,2744468
2017,Neo Mellow,Singapore,5844834
2017,Neo Mellow,Spain,2729912
2017,Neo Mellow,Sweden,30129000
2017,Neo Mellow,Switzerland,5571127
2017,Neo Mellow,Taiwan,813568
2017,Neo Mellow,Turkey,863881
2017,Neo Mellow,United States of America,44999234
2017,Neo Soul,Australia,2931569
2017,Neo Soul,Austria,1587192
2017,Neo Soul,Belgium,2612002
2017,Neo Soul,Canada,18407
2017,Neo Soul,Costa Rica,30609
2017,Neo Soul,Denmark,4805322
2017,Neo Soul,Finland,4218553
2017,Neo Soul,France,21097982
2017,Neo Soul,Germany,23211385
2017,Neo Soul,Global,173872608
2017,Neo Soul,Ireland,3654361
2017,Neo Soul,Italy,8159010
2017,Neo Soul,Netherlands,11586496
2017,Neo Soul,New Zealand,3216854
2017,Neo Soul,Norway,12785942
2017,Neo Soul,Poland,4869885
2017,Neo Soul,Portugal,1932091
2017,Neo Soul,Spain,3906635
2017,Neo Soul,Sweden,4720277
2017,Neo Soul,Switzerland,2558696
2017,Neo Soul,Taiwan,3049
2017,Neo Soul,Turkey,6972710
2017,Neo-singer-songwriter,Austria,11293
2017,Neo-singer-songwriter,Germany,50117
2017,New French Touch,France,33003
2017,New Jersey Rap,Canada,17585
2017,New Jersey Rap,New Zealand,285988
2017,New Jersey Rap,United States of America,567344
2017,New Wave Pop,Ireland,29364
2017,Norges Stemme,Norway,9670
2017,Norwegian Hip Hop,Norway,12466
2017,Norwegian Indie,Norway,102044
2017,Norwegian Pop,Austria,1707
2017,Norwegian Pop,Canada,236822
2017,Norwegian Pop,Denmark,9431
2017,Norwegian Pop,Finland,56841
2017,Norwegian Pop,Germany,30161
2017,Norwegian Pop,Norway,3554461
2017,Norwegian Pop,Sweden,288832
2017,Norwegian Pop,Taiwan,7566
2017,Nz Pop,Australia,32986
2017,Nz Pop,New Zealand,3555511
2017,Nz Pop,Taiwan,2497
2017,Operatic Pop,Portugal,3221
2017,Operatic Pop,Sweden,1195891
2017,Opm,Philippines,701179
2017,Opm,Taiwan,2334
2017,Permanent Wave,Argentina,6939178
2017,Permanent Wave,Australia,837347
2017,Permanent Wave,Austria,244611
2017,Permanent Wave,Belgium,774217
2017,Permanent Wave,Brazil,4587910
2017,Permanent Wave,Canada,199353
2017,Permanent Wave,Chile,3793905
2017,Permanent Wave,Colombia,1260283
2017,Permanent Wave,Costa Rica,1221611
2017,Permanent Wave,Denmark,643848
2017,Permanent Wave,Ecuador,752507
2017,Permanent Wave,Finland,48899
2017,Permanent Wave,France,38013
2017,Permanent Wave,Germany,2415570
2017,Permanent Wave,Global,95060795
2017,Permanent Wave,Indonesia,6576766
2017,Permanent Wave,Ireland,1811360
2017,Permanent Wave,Italy,1230941
2017,Permanent Wave,Malaysia,5411092
2017,Permanent Wave,Mexico,15970373
2017,Permanent Wave,Netherlands,1065646
2017,Permanent Wave,New Zealand,179352
2017,Permanent Wave,Norway,3421024
2017,Permanent Wave,Peru,2471864
2017,Permanent Wave,Philippines,21269995
2017,Permanent Wave,Poland,554477
2017,Permanent Wave,Portugal,269840
2017,Permanent Wave,Singapore,5466880
2017,Permanent Wave,Spain,424822
2017,Permanent Wave,Sweden,6877685
2017,Permanent Wave,Switzerland,168590
2017,Permanent Wave,Taiwan,1969933
2017,Permanent Wave,Turkey,21667
2017,Permanent Wave,United States of America,1020625
2017,Polish Hip Hop,Poland,725263
2017,Pop,Argentina,13273378
2017,Pop,Australia,141830689
2017,Pop,Austria,9298889
2017,Pop,Belgium,16497861
2017,Pop,Brazil,29042427
2017,Pop,Canada,105985423
2017,Pop,Chile,10032739
2017,Pop,Colombia,5561438
2017,Pop,Costa Rica,7181926
2017,Pop,Denmark,44509635
2017,Pop,Ecuador,2041419
2017,Pop,Finland,11763814
2017,Pop,France,20144764
2017,Pop,Germany,128212965
2017,Pop,Global,2641471649
2017,Pop,Indonesia,46066036
2017,Pop,Ireland,30100950
2017,Pop,Italy,25101939
2017,Pop,Malaysia,26437980
2017,Pop,Mexico,37282433
2017,Pop,Netherlands,70648046
2017,Pop,New Zealand,37341024
2017,Pop,Norway,49048274
2017,Pop,Peru,6233380
2017,Pop,Philippines,139638863
2017,Pop,Poland,21121989
2017,Pop,Portugal,9574785
2017,Pop,Singapore,33684414
2017,Pop,Spain,26499353
2017,Pop,Sweden,100427579
2017,Pop,Switzerland,15017270
2017,Pop,Taiwan,11872200
2017,Pop,Turkey,4059643
2017,Pop,United States of America,759064830
2017,Pop Dance,Austria,6706
2017,Pop Dance,Canada,1102668
2017,Pop Dance,Germany,37135
2017,Pop Dance,Poland,13915
2017,Pop Dance,United States of America,1023769
2017,Pop Edm,Austria,124062
2017,Pop Edm,Germany,2014429
2017,Pop Punk,Australia,61574
2017,Pop Punk,Austria,4415
2017,Pop Punk,Ireland,8886
2017,Pop Rap,Argentina,75190
2017,Pop Rap,Australia,17210526
2017,Pop Rap,Austria,1648072
2017,Pop Rap,Belgium,1292570
2017,Pop Rap,Brazil,2018918
2017,Pop Rap,Canada,14481297
2017,Pop Rap,Colombia,265147
2017,Pop Rap,Costa Rica,543974
2017,Pop Rap,Denmark,6075080
2017,Pop Rap,Ecuador,77227
2017,Pop Rap,Finland,3247726
2017,Pop Rap,France,2329454
2017,Pop Rap,Germany,28723433
2017,Pop Rap,Global,262906906
2017,Pop Rap,Indonesia,2407240
2017,Pop Rap,Ireland,1095316
2017,Pop Rap,Italy,2222707
2017,Pop Rap,Malaysia,2654755
2017,Pop Rap,Mexico,1689909
2017,Pop Rap,Netherlands,3268187
2017,Pop Rap,New Zealand,4273932
2017,Pop Rap,Norway,10357811
2017,Pop Rap,Peru,136317
2017,Pop Rap,Philippines,5960019
2017,Pop Rap,Poland,4010170
2017,Pop Rap,Portugal,906705
2017,Pop Rap,Singapore,2000197
2017,Pop Rap,Spain,1557778
2017,Pop Rap,Sweden,6808045
2017,Pop Rap,Switzerland,1563693
2017,Pop Rap,Taiwan,587682
2017,Pop Rap,Turkey,3229856
2017,Pop Rap,United States of America,155216840
2017,Pop Rock,Australia,42227
2017,Pop Rock,Ireland,33483
2017,Pop Rock,Sweden,52668
2017,Pop Soul,Austria,14348
2017,Pop Soul,Germany,224601
2017,Pop Soul,Switzerland,16714
2017,Portsmouth Indie,Netherlands,45060
2017,Portuguese Pop,Portugal,298025
2017,Post-teen Pop,Australia,2232342
2017,Post-teen Pop,Austria,555379
2017,Post-teen Pop,Belgium,907018
2017,Post-teen Pop,Canada,3588304
2017,Post-teen Pop,Denmark,1013486
2017,Post-teen Pop,Finland,83405
2017,Post-teen Pop,Germany,7542103
2017,Post-teen Pop,Global,76607449
2017,Post-teen Pop,Indonesia,2031165
2017,Post-teen Pop,Ireland,344980
2017,Post-teen Pop,Italy,1629521
2017,Post-teen Pop,Malaysia,1010048
2017,Post-teen Pop,Netherlands,2588351
2017,Post-teen Pop,New Zealand,402473
2017,Post-teen Pop,Norway,2548063
2017,Post-teen Pop,Philippines,4231682
2017,Post-teen Pop,Poland,1342635
2017,Post-teen Pop,Portugal,308688
2017,Post-teen Pop,Singapore,1706960
2017,Post-teen Pop,Sweden,4850997
2017,Post-teen Pop,Switzerland,1029829
2017,Post-teen Pop,Taiwan,535311
2017,Post-teen Pop,Turkey,457812
2017,Post-teen Pop,United States of America,29174893
2017,Rap,Canada,16437
2017,Rap,United States of America,13128133
2017,Reggae,Netherlands,21018
2017,Reggae Fusion,Belgium,12222
2017,Reggae Fusion,Ireland,16261
2017,Reggae Fusion,New Zealand,401164
2017,Reggae Fusion,Switzerland,2431
2017,Reggae Fusion,Taiwan,2292
2017,Rock-and-roll,Australia,366607
2017,Rock-and-roll,Austria,13699
2017,Rock-and-roll,Belgium,151139
2017,Rock-and-roll,Canada,1334015
2017,Rock-and-roll,Chile,32418
2017,Rock-and-roll,Costa Rica,2093
2017,Rock-and-roll,Denmark,154285
2017,Rock-and-roll,Ecuador,2739
2017,Rock-and-roll,Finland,12127
2017,Rock-and-roll,France,111779
2017,Rock-and-roll,Germany,120370
2017,Rock-and-roll,Global,18660031
2017,Rock-and-roll,Ireland,97710
2017,Rock-and-roll,Malaysia,17026
2017,Rock-and-roll,Mexico,90123
2017,Rock-and-roll,Netherlands,772384
2017,Rock-and-roll,New Zealand,83508
2017,Rock-and-roll,Norway,203767
2017,Rock-and-roll,Peru,6776
2017,Rock-and-roll,Poland,47396
2017,Rock-and-roll,Portugal,33257
2017,Rock-and-roll,Singapore,29558
2017,Rock-and-roll,Spain,51714
2017,Rock-and-roll,Sweden,1827737
2017,Rock-and-roll,Switzerland,28054
2017,Rock-and-roll,United States of America,11662943
2017,Scandinavian R&b,Denmark,12581
2017,Scandipop,Belgium,63286
2017,Scandipop,Poland,164275
2017,Scandipop,Switzerland,153292
2017,Shimmer Pop,France,28912
2017,Shimmer Pop,Norway,564400
2017,Shimmer Pop,Taiwan,3520
2017,Singaporean Pop,Singapore,134679
2017,Singaporean Pop,Taiwan,2508
2017,Soca,Ireland,11746
2017,Social Media Pop,Australia,524837
2017,Social Media Pop,Canada,7124183
2017,Social Media Pop,Denmark,1171747
2017,Social Media Pop,Finland,402900
2017,Social Media Pop,Germany,350975
2017,Social Media Pop,Global,90206045
2017,Social Media Pop,Ireland,2643
2017,Social Media Pop,Netherlands,327241
2017,Social Media Pop,New Zealand,648350
2017,Social Media Pop,Poland,30462
2017,Social Media Pop,Switzerland,71790
2017,Social Media Pop,United States of America,79138254
2017,Stomp And Holler,Ireland,11006
2017,Swedish Alternative Rock,Sweden,7937747
2017,Swedish Hip Hop,Norway,13421
2017,Swedish Hip Hop,Sweden,8704223
2017,Swedish Idol Pop,Finland,74679
2017,Swedish Idol Pop,Norway,16342
2017,Swedish Idol Pop,Sweden,11241470
2017,Swedish Pop,Finland,9627
2017,Swedish Pop,Norway,12380
2017,Swedish Pop,Sweden,3265485
2017,Swiss Indie,Switzerland,3836
2017,Talent Show,Australia,37467
2017,Talent Show,Ireland,136934
2017,Talent Show,New Zealand,9640
2017,Tropical House,Austria,313989
2017,Tropical House,Belgium,36925
2017,Tropical House,Brazil,27361
2017,Tropical House,Canada,367022
2017,Tropical House,France,31682
2017,Tropical House,Germany,2572732
2017,Tropical House,Global,5591092
2017,Tropical House,Indonesia,60798
2017,Tropical House,Ireland,362968
2017,Tropical House,Italy,450968
2017,Tropical House,Netherlands,175710
2017,Tropical House,Philippines,41623
2017,Tropical House,Poland,53845
2017,Tropical House,Portugal,29192
2017,Tropical House,Singapore,60496
2017,Tropical House,Switzerland,65682
2017,Tropical House,Taiwan,28360
2017,Tropical House,United States of America,1195087
2017,Turkish Hip Hop,Turkey,357017
2017,Uk Alternative Pop,Ireland,21697
2017,Uk Dance,Canada,95067
2017,Uk Dance,United States of America,191964
2017,Uk Hip Hop,Ireland,17402
2017,Uk Pop,Finland,5736
2017,Uk Pop,Ireland,853438
2017,Uk Pop,Portugal,2853
2017,Viral Pop,Finland,15855
2017,Viral Pop,France,168543
2017,Viral Pop,Sweden,229146
2018,A Cappella,Australia,197650
2018,A Cappella,Austria,470287
2018,A Cappella,Belgium,41702
2018,A Cappella,Canada,930361
2018,A Cappella,Denmark,15286
2018,A Cappella,Finland,22488
2018,A Cappella,Germany,5121221
2018,A Cappella,Global,11201250
2018,A Cappella,Italy,371636
2018,A Cappella,Malaysia,12219
2018,A Cappella,Netherlands,208202
2018,A Cappella,New Zealand,42547
2018,A Cappella,Norway,98242
2018,A Cappella,Philippines,36967
2018,A Cappella,Poland,163375
2018,A Cappella,Portugal,13230
2018,A Cappella,Singapore,20181
2018,A Cappella,Sweden,321068
2018,A Cappella,Switzerland,197547
2018,A Cappella,Taiwan,8191
2018,A Cappella,United States of America,6177945
2018,Acoustic Chill,Denmark,57209
2018,Acoustic Chill,Sweden,637727
2018,Acoustic Opm,Philippines,32328
2018,Acoustic Pop,Malaysia,6788
2018,Acoustic Pop,Philippines,1343546
2018,Acoustic Pop,Singapore,5184
2018,Acoustic Pop,Taiwan,8797
2018,Adult Standards,Australia,5367386
2018,Adult Standards,Austria,549902
2018,Adult Standards,Belgium,1104519
2018,Adult Standards,Canada,9162353
2018,Adult Standards,Chile,100223
2018,Adult Standards,Costa Rica,12802
2018,Adult Standards,Denmark,3211089
2018,Adult Standards,Ecuador,20758
2018,Adult Standards,Finland,432978
2018,Adult Standards,France,504633
2018,Adult Standards,Germany,6315067
2018,Adult Standards,Global,110155869
2018,Adult Standards,Indonesia,27850
2018,Adult Standards,Ireland,1620093
2018,Adult Standards,Italy,874089
2018,Adult Standards,Malaysia,177775
2018,Adult Standards,Mexico,95147
2018,Adult Standards,Netherlands,5173804
2018,Adult Standards,New Zealand,1108415
2018,Adult Standards,Norway,3031390
2018,Adult Standards,Peru,22007
2018,Adult Standards,Philippines,500596
2018,Adult Standards,Poland,3365637
2018,Adult Standards,Portugal,387822
2018,Adult Standards,Singapore,370716
2018,Adult Standards,Spain,734143
2018,Adult Standards,Sweden,4830461
2018,Adult Standards,Switzerland,1134725
2018,Adult Standards,Taiwan,43727
2018,Adult Standards,United States of America,48168740
2018,Afrofuturism,Austria,2985
2018,Afrofuturism,Canada,48057
2018,Afrofuturism,Germany,46558
2018,Afrofuturism,Global,802089
